Date,AAPL,ABBV,AMD,AMZN,APD,BA,BAC,CAT,CMCSA,COST,DE,DIS,DUK,EOG,EQR,FCX,GD,GEV,GOOG,HON,HOOD,INTC,JPM,KO,LIN,LMT,MCD,MDT,META,MLM,MO,MRNA,MS,MSFT,NEE,NEM,NFLX,NVDA,PCT,PEP,PFE,PG,PLD,PLTR,PSA,SBUX,SCHW,SLB,SPG,TEM,TGT,TMUS,TSLA,UNH,V,VZ,WELL,WMT,XOM,ZG
2023-01-03,123.7684555053711,149.1641082763672,64.0199966430664,85.81999969482422,291.3193664550781,195.38999938964844,31.69165802001953,229.55105590820312,33.52576446533203,437.31646728515625,412.4310302734375,87.88431549072266,95.42788696289062,114.44461059570312,54.16182327270508,36.75831604003906,236.80723571777344,,89.37885284423828,205.28652954101562,8.079999923706055,25.775142669677734,127.49029541015625,59.21615982055664,310.222900390625,453.06304931640625,252.36248779296875,73.83558654785156,124.26531982421875,334.118896484375,38.41495132446289,178.99000549316406,79.62263488769531,235.71173095703125,79.22112274169922,46.49227523803711,294.95001220703125,14.304594993591309,6.300000190734863,168.99176025390625,46.21043014526367,144.22686767578125,106.14353942871094,6.389999866485596,252.6436767578125,96.24755859375,79.400634765625,49.28279495239258,105.03579711914062,,142.7404022216797,136.42308044433594,108.0999984741211,503.07110595703125,204.1952667236328,34.42986297607422,63.45494842529297,46.589115142822266,99.59620666503906,32.81999969482422
2023-01-04,125.04503631591797,150.36749267578125,64.66000366210938,85.13999938964844,291.3383483886719,203.63999938964844,32.28746795654297,231.93418884277344,34.48714065551758,440.4809265136719,411.6436462402344,90.85758209228516,96.44934844970703,114.3618392944336,55.091514587402344,37.805233001708984,233.5876007080078,,88.39239501953125,201.2057342529297,8.359999656677246,26.691207885742188,128.67918395996094,59.18793487548828,308.6831359863281,452.0858154296875,252.41978454589844,76.39237976074219,126.88530731201172,343.5539855957031,38.32212448120117,177.36000061035156,80.48646545410156,225.40090942382812,79.84483337402344,48.30207443237305,309.4100036621094,14.738280296325684,6.53000020980835,168.57728576660156,45.19174575805664,144.85488891601562,110.16547393798828,6.579999923706055,256.2649841308594,99.71257781982422,80.76692962646484,49.47418975830078,108.27070617675781,,143.6717529296875,137.32579040527344,113.63999938964844,489.3555603027344,209.33486938476562,35.29661560058594,65.24627685546875,46.64101791381836,99.88609313964844,34.7400016784668
2023-01-05,123.7189712524414,150.18377685546875,62.33000183105469,83.12000274658203,286.8056335449219,204.99000549316406,32.221275329589844,230.89639282226562,34.8547248840332,434.33526611328125,403.1382141113281,90.79830169677734,95.02300262451172,114.38024139404297,52.90074920654297,38.61949920654297,233.0160369873047,,86.45933532714844,195.8699951171875,8.109999656677246,26.57549285888672,128.65065002441406,58.51063537597656,297.6911315917969,452.6266784667969,250.29071044921875,75.5055160522461,126.45694732666016,333.9015808105469,38.288360595703125,173.50999450683594,79.80840301513672,218.72056579589844,78.08709716796875,48.020755767822266,309.70001220703125,14.254632949829102,6.460000038146973,166.8158721923828,44.76804733276367,143.0564422607422,106.29423522949219,6.320000171661377,249.96226501464844,99.68394470214844,80.53437042236328,50.40242385864258,104.92857360839844,,145.1204833984375,141.76071166992188,110.33999633789062,475.25201416015625,207.8579559326172,35.7857780456543,63.87197494506836,46.4820442199707,102.12094116210938,34.25
2023-01-06,128.2711181640625,152.99472045898438,63.959999084472656,86.08000183105469,294.7497863769531,213.0,32.542816162109375,239.14129638671875,35.71242904663086,465.8643493652344,414.5500793457031,92.7739028930664,96.78983306884766,117.2218017578125,54.640472412109375,40.98474884033203,236.47386169433594,,87.84437561035156,201.42604064941406,8.25,27.703699111938477,131.11245727539062,59.63946533203125,308.0887451171875,448.9928283691406,257.2698059082031,76.28858184814453,129.52523803710938,346.9427185058594,39.199790954589844,180.35000610351562,81.33174133300781,221.29823303222656,79.05101013183594,49.4085807800293,315.54998779296875,14.848199844360352,6.769999980926514,170.58360290527344,45.903926849365234,146.4630126953125,109.87348175048828,6.400000095367432,255.0210418701172,101.84123992919922,81.9200439453125,52.15363693237305,106.22431182861328,,150.66151428222656,145.7737274169922,113.05999755859375,475.2908020019531,214.3956756591797,36.206275939941406,66.13719940185547,47.62081527709961,103.35526275634766,34.959999084472656
2023-01-09,128.7956085205078,148.50271606445312,67.23999786376953,87.36000061035156,296.1656188964844,208.57000732421875,32.05104446411133,236.98878479003906,35.391971588134766,461.88946533203125,416.2317199707031,93.613525390625,96.79903411865234,117.47930145263672,53.94089126586914,41.51789474487305,233.57806396484375,,88.48208618164062,201.80921936035156,8.550000190734863,28.26297950744629,130.5706787109375,58.896331787109375,313.70166015625,435.47296142578125,255.1502685546875,73.15629577636719,128.97732543945312,340.97540283203125,38.80315017700195,183.9499969482422,81.40605926513672,223.452880859375,79.44792175292969,48.967857360839844,315.1700134277344,15.616641998291016,6.650000095367432,168.91635131835938,43.6231575012207,144.674072265625,109.31776428222656,6.5,259.12152099609375,99.9798583984375,82.782470703125,53.24455642700195,105.73282623291016,,147.08665466308594,145.96998596191406,119.7699966430664,475.3490295410156,215.2325897216797,36.06070327758789,65.6538314819336,47.027099609375,101.42899322509766,37.779998779296875
2023-01-10,129.36953735351562,146.64710998535156,68.05000305175781,89.87000274658203,297.11590576171875,206.69000244140625,32.268558502197266,240.7268524169922,35.703006744384766,464.4461669921875,425.2037353515625,94.39389038085938,97.01988220214844,117.35055541992188,54.078975677490234,43.340309143066406,235.79751586914062,,88.92049407958984,202.4510498046875,8.720000267028809,28.388338088989258,131.7397918701172,58.444793701171875,313.808837890625,438.6039123535156,256.735107421875,74.42996215820312,132.4839324951172,339.8194885253906,38.81159210205078,189.64999389648438,82.59500885009766,225.15496826171875,79.89207458496094,49.83993911743164,327.5400085449219,15.89743709564209,6.880000114440918,167.52232360839844,42.92900466918945,144.53135681152344,109.308349609375,6.699999809265137,259.0938415527344,101.18258666992188,82.96658325195312,53.550777435302734,104.41919708251953,,146.7291717529297,146.74510192871094,118.8499984741211,471.410888671875,217.68421936035156,36.5662727355957,65.38844299316406,46.99789810180664,102.9438247680664,39.72999954223633
2023-01-11,132.100830078125,144.37814331054688,69.05999755859375,95.08999633789062,297.2109375,208.02999877929688,32.51445007324219,240.93829345703125,35.76898193359375,467.2536315917969,421.36419677734375,95.15449523925781,97.2315444946289,116.65165710449219,56.50907516479492,43.93162155151367,236.8929901123047,,91.9296875,203.37066650390625,8.760000228881836,28.78369140625,132.7187957763672,58.331912994384766,321.205078125,439.27752685546875,256.6396484375,75.77911376953125,132.38430786132812,350.70684814453125,38.668128967285156,186.63999938964844,83.0687255859375,231.96322631835938,80.32679748535156,49.192909240722656,327.260009765625,15.98936939239502,7.269999980926514,167.710693359375,42.77574920654297,143.36094665527344,113.9236831665039,6.980000019073486,270.602783203125,101.46896362304688,80.83476257324219,53.89528274536133,108.44942474365234,,149.55142211914062,145.99940490722656,123.22000122070312,478.5887451171875,218.67864990234375,35.89509582519531,68.0801773071289,47.409934997558594,104.14073944091797,41.06999969482422
2023-01-12,132.0216522216797,141.16024780273438,70.80000305175781,95.2699966430664,294.77825927734375,214.32000732421875,32.59956741333008,245.10879516601562,36.466453552246094,465.4398498535156,423.90118408203125,98.59202575683594,96.69780731201172,119.96223449707031,56.62873840332031,43.8635368347168,235.94993591308594,,91.58094024658203,206.8958740234375,9.039999961853027,29.207975387573242,132.58575439453125,57.57936477661133,320.51324462890625,438.08203125,254.6156005859375,75.33568572998047,136.18975830078125,347.3477783203125,38.313682556152344,188.05999755859375,84.0904769897461,234.65899658203125,80.39293670654297,50.074371337890625,330.1300048828125,16.49899673461914,7.739999771118164,165.57252502441406,43.010135650634766,142.5521240234375,115.02572631835938,7.010000228881836,272.823486328125,101.03939056396484,80.89289855957031,55.502952575683594,112.58686065673828,,150.2852020263672,147.08851623535156,123.55999755859375,480.7906494140625,220.17526245117188,36.444244384765625,68.3360824584961,46.9816780090332,105.87065124511719,42.06999969482422
2023-01-13,133.35760498046875,142.4400177001953,71.0,98.12000274658203,295.9090881347656,214.1300048828125,33.31832504272461,248.36639404296875,36.69266128540039,468.16058349609375,427.3422546386719,98.1870346069336,96.60579681396484,119.8095474243164,55.80029296875,43.81490707397461,228.89144897460938,,92.4677505493164,207.49937438964844,9.319999694824219,29.034406661987305,135.93153381347656,57.78631591796875,325.5804748535156,426.7822570800781,256.71600341796875,76.03385162353516,136.458740234375,351.0921325683594,38.49934387207031,192.0,85.14009857177734,235.36732482910156,80.02438354492188,50.9651985168457,332.82000732421875,16.88671875,7.659999847412109,165.06387329101562,43.136348724365234,143.57028198242188,114.81848907470703,6.960000038146973,268.02276611328125,102.35669708251953,80.40840148925781,55.770896911621094,112.21155548095703,,154.8478546142578,146.86285400390625,122.4000015258789,474.8737487792969,219.62388610839844,36.48781967163086,67.43567657470703,47.13740921020508,105.8051986694336,42.22999954223633
2023-01-17,134.5253448486328,141.7259521484375,71.58999633789062,96.05000305175781,291.13885498046875,211.41000366210938,32.6468505859375,246.2523193359375,36.70207977294922,469.6269836425781,425.95220947265625,98.69080352783203,95.90641784667969,120.36480712890625,56.490665435791016,42.9395751953125,229.7011260986328,,91.83004760742188,203.31320190429688,9.520000457763672,28.54262351989746,133.83091735839844,58.021484375,321.5754089355469,424.2491149902344,261.6997375488281,75.80741882324219,134.84490966796875,348.8396301269531,38.11114501953125,190.69000244140625,90.1745834350586,236.4692840576172,81.02610778808594,49.20228958129883,326.2200012207031,17.68913459777832,8.635000228881836,165.8362579345703,41.540714263916016,143.15159606933594,114.36637878417969,7.070000171661377,268.6954040527344,101.89850616455078,80.90259552001953,55.943153381347656,111.72005462646484,,152.4960174560547,144.2136688232422,131.49000549316406,470.5185241699219,219.5648193359375,35.60744094848633,67.9664535522461,46.85190200805664,105.59949493408203,41.66999816894531
